JPM BAC WFC GS MS C SCHW BLK SPGI AXP JNJ PFE MRK ABBV UNH LLY TMO ABT BMY CVS XOM CVX COP SLB OXY KO PG PEP WMT HD MCD NKE DIS COST LOW BA CAT GE HON UPS RTX LMT MMM DE V MA IBM ORCL CSCO T VZ
231.96 37.41 64.71 509.49 109.18 63.25 76.15 875.78 437.92 251.31 157.47 22.14 78.00 172.99 454.11 839.96 427.50 130.98 49.23 67.29 106.92 137.87 88.98 35.11 39.71 73.00 170.63 142.84 93.22 355.06 311.30 55.76 84.81 994.50 219.00 161.90 294.25 181.79 194.33 96.43 128.89 464.08 130.21 452.07 329.61 517.33 238.81 128.62 55.76 27.15 44.04
228.99 36.92 64.01 501.36 106.30 62.69 74.95 854.00 424.78 242.51 156.92 22.04 77.85 170.16 425.33 818.02 421.85 129.89 48.94 65.17 105.35 133.73 87.55 34.62 39.02 72.77 165.75 141.73 92.41 346.90 308.72 56.12 84.00 957.77 212.77 159.34 284.74 178.35 191.99 96.25 126.12 458.33 126.09 441.56 320.10 509.32 236.22 122.82 54.37 26.33 42.93
235.59 38.32 66.23 519.99 110.38 64.55 76.58 887.22 441.27 252.42 157.75 22.53 78.97 173.78 427.18 827.54 434.73 131.73 49.82 65.45 108.30 137.30 89.76 34.61 39.97 73.90 167.88 143.46 94.85 354.43 319.08 57.06 86.09 979.23 219.07 162.52 291.17 189.18 196.08 96.84 113.75 462.08 136.33 454.66 331.40 527.33 240.90 127.24 55.04 26.96 43.19
240.88 38.75 67.94 529.31 112.31 66.30 77.85 892.54 444.87 260.14 155.38 22.39 78.74 177.05 427.96 829.42 431.64 129.84 48.53 65.57 107.37 136.68 89.93 34.03 39.83 73.30 165.73 142.26 94.96 356.42 318.48 57.39 87.29 975.84 217.76 172.37 295.77 193.68 195.04 97.21 120.28 463.55 136.06 456.44 334.37 530.01 245.48 131.40 55.63 27.19 42.70
244.64 39.58 69.56 545.37 115.60 68.16 79.38 916.26 455.31 267.32 154.93 22.78 79.84 180.37 424.25 859.73 426.66 129.38 48.69 65.92 108.63 139.07 91.80 34.93 40.37 72.52 159.53 135.31 95.84 359.64 316.22 58.48 90.01 975.48 222.05 176.26 306.86 197.41 198.43 98.92 121.97 466.81 138.88 464.51 335.71 535.46 229.33 137.51 56.29 27.53 42.81
243.55 39.69 69.73 544.86 116.01 68.43 79.94 907.69 454.12 264.81 154.58 22.92 82.74 186.06 418.64 884.54 424.24 128.85 47.90 65.32 108.57 138.73 91.72 34.52 40.36 71.91 161.02 133.38 95.09 357.58 316.74 57.62 90.28 977.16 220.91 177.95 306.45 198.43 196.86 97.91 125.22 477.64 137.32 459.30 335.17 533.48 232.41 138.49 56.71 26.81 41.91
243.22 39.78 69.43 546.40 115.83 68.28 80.18 913.74 453.52 264.95 155.35 23.05 83.19 192.34 420.00 877.29 421.34 129.53 48.46 64.93 108.63 140.10 92.93 34.10 40.51 71.79 161.85 133.76 95.22 356.92 316.81 57.31 90.16 978.54 221.15 182.30 307.06 200.86 198.35 97.09 124.80 476.29 137.93 460.20 337.51 534.49 236.16 140.14 56.84 27.26 42.39
244.62 39.99 71.10 548.92 116.21 68.88 81.26 920.52 465.24 267.02 155.91 23.79 84.71 193.51 409.23 885.20 427.53 130.50 49.22 65.03 108.36 139.30 91.88 34.11 40.35 72.35 162.26 134.31 96.04 359.00 314.50 57.54 91.17 991.70 223.27 182.00 307.40 200.50 209.05 96.73 125.73 475.88 138.38 460.64 341.52 539.68 239.39 140.79 57.34 27.30 42.95
244.62 39.88 71.01 547.55 115.42 68.38 81.40 914.26 473.08 266.41 156.31 24.41 85.20 195.10 411.44 898.95 429.00 130.75 50.20 66.71 105.63 136.06 89.12 33.25 39.41 72.55 162.57 135.58 97.25 360.49 319.65 56.40 90.95 994.50 223.56 183.24 309.27 201.54 208.07 95.30 126.13 477.75 138.91 463.56 345.50 548.06 241.82 140.72 57.73 27.70 44.06
246.89 40.17 71.81 553.83 116.76 68.14 81.51 916.14 472.02 268.54 154.46 23.93 83.26 193.34 400.68 794.10 419.89 130.88 49.61 69.45 105.78 136.26 90.65 33.74 40.44 71.29 159.98 133.55 97.41 358.30 313.64 56.76 90.81 999.04 222.32 182.89 313.96 203.61 208.31 94.60 127.41 477.72 137.90 480.02 342.45 546.63 239.66 145.49 58.12 27.64 43.30
252.51 41.07 73.80 566.10 120.22 70.59 83.11 929.20 479.30 276.85 156.12 24.20 83.18 198.47 399.92 823.62 423.55 132.82 50.57 67.46 106.21 138.50 91.41 34.73 40.61 71.65 160.52 133.75 98.75 364.52 311.96 58.59 92.49 1008.30 227.19 185.46 323.68 207.70 211.66 96.40 130.21 472.80 142.08 481.67 347.60 559.39 245.55 150.73 59.33 27.61 43.74
252.56 41.12 73.85 559.56 119.60 70.24 83.37 920.53 478.62 278.03 155.00 23.87 82.84 196.07 404.81 821.46 422.27 132.60 50.06 67.10 103.27 135.50 87.61 33.76 38.81 71.70 158.83 131.99 99.33 361.73 315.72 57.35 92.11 1014.89 225.19 186.46 323.11 208.94 211.78 95.56 128.59 471.56 140.80 481.34 348.64 561.12 249.18 149.29 59.32 27.51 43.54
249.25 40.84 73.48 549.36 118.33 69.47 82.83 914.97 474.75 275.37 154.47 22.88 79.04 187.15 394.51 775.12 407.02 133.06 47.57 66.23 104.71 135.60 87.63 33.58 39.28 71.72 159.25 130.74 98.55 359.38 316.79 57.04 92.17 1010.50 223.01 185.96 320.89 208.60 207.51 93.81 128.16 468.21 138.02 475.30 347.70 558.99 249.12 147.70 59.22 28.16 44.15
249.39 40.93 73.18 551.92 119.10 70.25 84.01 920.36 478.44 276.24 157.30 22.79 79.12 188.09 391.06 776.72 407.85 133.95 47.62 66.78 104.61 135.79 87.71 33.50 39.01 72.40 159.29 131.92 98.83 362.75 318.13 58.62 102.09 1007.15 223.51 185.56 320.29 209.92 212.14 93.96 127.50 471.32 138.64 472.40 349.85 566.33 253.37 149.37 59.57 28.10 43.89
253.47 41.60 73.31 565.70 121.88 71.64 84.37 928.64 480.24 283.66 155.66 22.97 77.65 185.58 385.55 751.45 410.78 134.00 46.88 67.85 106.07 137.04 88.82 34.32 41.44 71.17 158.65 131.43 97.43 364.86 313.49 58.91 105.12 1007.71 224.48 191.70 324.25 214.49 212.07 96.95 128.67 474.53 141.12 489.99 351.27 567.12 254.14 150.30 59.71 27.47 43.61
253.08 41.79 72.45 567.10 121.70 71.45 84.47 923.44 480.35 284.51 154.22 22.28 75.97 184.60 380.64 734.57 403.13 133.24 46.45 66.97 107.31 138.49 88.59 34.55 42.16 70.52 157.66 130.44 96.72 362.71 313.68 58.30 105.94 1008.09 222.26 194.85 325.62 214.96 210.57 95.89 128.67 473.52 142.60 492.60 352.54 568.64 249.20 150.34 59.77 27.84 43.61
260.05 43.36 74.88 591.34 127.06 74.91 85.37 958.03 490.41 298.92 154.14 23.09 80.43 190.07 378.75 755.57 432.59 131.99 48.18 64.81 109.16 141.62 92.27 35.85 43.86 69.53 160.90 131.68 96.75 376.59 311.92 62.58 110.49 1016.15 232.78 198.53 342.55 218.95 216.81 101.21 130.56 473.16 150.33 495.62 355.85 578.27 253.69 157.22 61.67 27.01 43.00
263.01 44.28 75.99 603.81 129.35 75.57 86.22 959.18 487.77 302.30 148.44 22.87 76.63 188.00 311.38 746.06 428.95 129.05 46.59 60.50 109.46 142.35 94.17 36.11 44.39 68.96 158.73 130.31 95.88 373.60 308.69 62.39 111.38 999.03 230.77 203.42 352.54 221.58 215.70 99.81 130.72 459.83 150.74 498.57 356.14 576.59 258.59 162.27 61.78 26.45 42.65
265.64 44.74 76.28 611.60 131.04 75.29 87.16 967.06 484.33 300.10 146.36 22.02 73.47 177.44 308.01 715.56 406.05 128.56 44.12 60.04 108.48 141.67 92.57 36.01 43.82 69.16 158.02 128.45 96.83 372.81 307.50 61.73 112.94 991.54 228.51 204.72 349.66 223.24 214.68 99.65 130.79 449.18 147.88 497.50 356.46 573.28 257.82 162.95 61.29 26.44 42.35
267.49 44.38 75.59 615.90 132.51 75.96 88.11 983.08 491.28 299.55 149.61 22.60 74.80 181.68 274.35 733.29 404.93 133.35 45.81 60.47 108.58 142.26 92.96 35.72 43.37 71.61 162.41 131.50 96.35 378.63 314.48 62.40 112.22 1010.47 232.45 206.24 349.81 229.38 219.73 100.35 135.52 465.14 148.74 516.32 362.30 582.20 266.68 159.40 64.26 27.33 43.48
267.56 44.69 76.18 619.03 132.18 75.72 88.69 989.71 494.29 299.72 151.33 22.83 76.06 184.02 291.91 757.39 412.06 134.80 46.75 62.53 108.19 142.10 92.43 35.77 43.04 72.00 163.28 131.98 98.24 380.78 318.61 63.11 113.42 1025.83 234.23 205.82 353.58 231.78 220.31 101.32 135.48 468.32 153.11 531.48 365.12 583.28 266.76 160.49 63.62 27.72 43.99
264.88 44.77 76.06 612.30 130.84 76.13 89.23 993.66 496.01 299.30 152.49 23.00 77.23 185.71 315.89 755.11 413.92 135.55 47.22 62.78 106.47 138.49 90.41 35.11 42.31 71.93 164.77 131.79 98.12 379.38 321.23 62.08 112.66 1034.34 234.43 205.25 352.57 235.29 222.35 99.11 137.20 473.06 154.14 529.83 367.90 586.41 268.41 159.64 63.92 28.02 44.31
265.68 44.69 75.52 606.52 129.13 75.90 89.18 997.71 494.74 296.17 153.66 23.52 77.97 184.85 321.58 747.01 413.75 135.20 47.87 63.74 104.95 137.27 89.69 34.57 41.90 71.69 165.64 131.80 97.80 377.05 319.80 62.56 112.36 1036.82 231.25 207.67 349.49 235.26 222.47 97.55 137.18 475.82 154.15 526.33 366.84 581.11 266.95 160.31 63.42 27.78 44.22
261.04 43.25 73.19 593.46 125.30 73.42 87.58 972.83 482.75 286.00 153.18 23.04 76.98 181.80 302.98 724.95 398.28 133.05 47.00 62.11 103.66 135.56 87.15 33.87 41.13 71.85 165.43 130.15 96.43 370.84 316.44 59.98 110.46 1025.30 227.37 203.21 342.51 233.54 219.31 95.85 134.95 470.28 149.40 514.66 358.30 569.54 260.87 157.18 63.20 27.47 43.75
260.67 43.31 73.39 598.23 126.26 73.42 87.31 969.90 483.75 287.18 152.61 23.04 77.84 182.54 296.67 715.20 400.48 131.50 47.03 60.22 102.97 135.29 86.13 33.75 41.08 71.14 165.03 130.12 95.93 366.13 314.31 61.32 111.13 1018.13 223.75 203.41 345.19 230.27 221.05 96.97 134.07 470.45 149.78 515.65 357.97 570.14 258.37 157.31 63.36 27.23 43.13
260.71 43.20 72.83 598.54 126.07 73.09 87.40 963.18 482.52 285.22 152.94 23.32 77.58 183.26 295.57 713.71 393.66 131.30 46.85 60.83 103.03 136.54 85.19 33.66 41.29 71.77 165.86 129.34 96.34 362.71 314.57 60.02 109.72 1008.50 221.07 202.36 343.39 232.79 219.47 95.37 132.35 468.88 147.62 510.06 353.54 563.58 258.63 155.97 63.11 27.42 43.32
265.29 44.22 73.99 615.73 129.21 75.47 88.63 981.32 488.84 293.76 153.25 23.61 77.59 185.72 295.00 725.22 403.55 132.94 46.89 61.34 103.52 137.83 85.55 33.93 41.62 71.78 167.76 131.37 97.58 370.40 314.95 62.83 112.36 1017.79 225.81 201.03 351.51 241.78 223.85 97.55 134.19 476.85 149.49 509.63 359.30 574.55 263.23 161.91 63.75 27.39 43.50
263.49 44.06 73.73 608.44 127.51 75.03 88.05 971.28 483.90 293.36 152.43 23.18 76.17 183.09 298.11 719.39 402.13 132.02 46.97 62.45 102.11 136.02 84.58 33.58 41.12 71.15 167.36 130.67 97.24 368.06 312.84 61.78 111.52 1013.14 224.52 201.50 349.49 243.67 222.02 96.74 132.85 469.98 148.66 507.99 359.73 575.92 260.24 163.85 63.34 27.50 43.13
264.37 44.24 74.51 604.86 128.16 75.53 87.76 976.32 486.38 295.38 153.58 23.45 76.40 185.62 298.17 722.57 403.75 132.85 47.85 62.78 102.69 137.91 85.60 33.68 41.46 71.49 168.56 131.92 97.10 368.29 311.86 61.44 112.02 1008.74 224.93 208.18 351.79 244.16 222.59 98.10 134.80 473.69 149.63 503.45 362.40 577.78 258.69 162.90 63.05 27.38 43.33
264.00 44.13 74.78 600.45 128.03 75.32 88.34 979.89 485.20 294.05 155.21 23.49 76.84 186.11 301.91 737.67 402.82 133.58 48.28 64.04 102.30 136.70 85.35 33.05 40.78 72.10 169.89 131.45 98.72 368.29 313.85 60.59 113.04 1040.18 225.73 207.32 348.03 245.91 224.06 97.54 136.48 482.38 148.35 506.26 365.19 585.60 259.06 165.53 63.04 27.80 43.96
264.66 44.08 74.72 598.72 128.40 75.80 88.11 978.07 485.89 295.33 155.40 23.46 76.25 186.99 304.72 747.12 396.47 133.57 48.79 63.60 103.05 137.84 86.72 33.34 41.44 72.00 167.78 130.91 99.77 367.96 312.68 61.57 112.95 1056.85 225.52 211.47 344.67 247.48 222.92 97.36 137.46 478.82 146.40 507.84 365.32 581.22 263.90 166.57 63.85 27.93 44.10
266.27 44.65 75.65 603.83 128.68 76.53 88.00 982.13 484.67 297.39 154.42 23.35 77.14 187.25 301.22 750.78 399.93 133.71 48.09 63.59 103.80 139.55 87.91 34.11 42.69 71.16 166.85 131.85 99.98 373.08 312.39 62.37 113.60 1055.59 228.80 213.43 349.40 248.87 224.16 98.08 137.50 480.17 148.13 513.15 365.86 581.97 265.20 169.14 64.36 27.96 43.83
264.22 44.36 75.38 599.21 128.16 76.40 87.48 988.97 486.23 295.93 153.22 23.39 78.27 187.34 300.38 765.84 403.66 132.96 47.95 63.57 102.30 137.37 85.95 33.24 41.91 71.37 165.95 131.74 99.35 372.40 311.57 62.77 113.49 1051.69 228.39 211.98 349.33 250.88 224.83 98.55 138.55 482.21 146.81 507.78 368.00 584.13 265.52 168.10 64.39 27.36 43.24
261.95 44.38 74.90 605.88 130.62 76.67 87.24 985.46 487.95 295.96 153.66 23.12 77.62 187.47 295.84 765.68 398.36 133.94 47.84 63.08 101.83 136.90 85.35 33.08 41.82 70.91 162.80 131.11 97.96 369.28 308.98 62.67 112.53 1010.81 227.59 209.02 348.96 251.92 224.06 96.87 139.07 478.03 146.26 510.75 366.77 585.44 266.86 171.14 64.62 27.76 43.30
265.73 44.97 76.33 614.00 131.82 78.26 88.25 989.05 491.35 302.47 155.03 23.35 78.97 189.83 303.22 769.88 401.90 133.58 48.41 63.58 104.27 140.21 87.22 33.87 42.54 71.35 164.02 130.03 97.47 367.33 307.36 62.80 113.90 1014.94 225.27 210.80 353.35 255.63 226.14 98.25 139.10 481.69 145.50 519.99 370.22 590.12 268.87 174.02 66.06 28.08 43.80
266.74 44.87 76.46 613.52 131.95 78.17 88.21 988.84 487.23 301.56 155.23 23.97 79.33 189.16 303.19 773.71 408.53 133.40 49.00 63.86 104.97 140.76 88.04 34.12 43.24 71.77 162.56 129.96 97.45 365.20 304.78 61.91 115.66 1006.18 223.61 217.51 358.07 251.41 224.51 99.31 140.98 480.83 144.23 521.68 366.66 584.33 272.08 177.15 65.90 27.86 43.65
268.60 45.09 75.45 614.87 131.82 78.03 88.27 991.90 486.21 299.52 156.45 24.30 81.35 189.50 303.79 807.19 414.54 134.13 49.97 64.26 107.22 143.35 91.18 35.52 43.91 72.35 162.84 131.83 97.32 367.91 300.43 63.87 118.73 1007.27 224.89 215.73 358.57 242.00 223.65 102.46 138.52 476.90 145.06 515.82 370.70 589.54 276.24 177.48 65.15 28.42 44.13
268.15 44.73 74.93 624.17 131.81 78.38 88.40 993.30 486.26 299.10 155.26 24.48 80.32 191.50 310.56 808.61 415.15 135.28 50.16 65.72 109.31 144.78 93.35 35.69 44.84 72.07 162.11 129.90 95.80 360.46 301.72 63.11 119.52 996.78 221.60 214.00 363.14 245.52 223.22 101.16 141.81 456.60 147.18 520.84 373.31 590.74 281.52 176.38 64.19 28.34 43.74
268.24 44.62 74.01 625.11 131.92 78.23 88.50 988.25 478.59 297.99 156.66 24.84 81.82 192.42 318.50 812.03 415.33 136.45 50.69 66.35 109.73 144.97 94.69 35.63 44.76 72.24 163.18 132.30 94.83 363.16 303.16 62.80 118.61 1002.71 223.50 203.75 360.96 239.99 223.44 100.92 140.98 469.27 144.77 516.86 371.40 589.28 281.03 199.86 65.10 28.27 43.16
264.95 44.09 72.36 613.54 129.49 76.36 87.36 971.82 474.45 287.79 157.10 24.54 81.71 191.08 313.53 819.36 402.76 135.62 49.75 67.46 112.12 145.91 96.96 36.30 46.45 71.02 160.28 130.85 94.44 354.66 301.91 60.53 117.94 990.21 217.27 200.32 357.05 236.60 221.70 100.00 145.69 486.45 142.32 509.59 352.85 562.03 277.22 215.22 64.09 28.19 43.01
270.36 44.41 73.15 627.85 130.90 78.07 88.97 982.10 477.77 294.22 155.22 24.40 80.96 190.86 307.66 807.58 405.08 134.01 48.66 67.71 112.48 146.03 95.00 35.91 45.33 70.52 160.88 131.41 94.29 353.56 296.29 61.90 119.48 984.36 216.08 201.70 362.44 236.54 221.51 101.09 146.46 467.06 145.07 524.44 355.48 568.67 281.83 211.10 65.51 27.97 42.50
269.52 44.23 72.50 624.64 130.09 77.36 88.96 969.18 474.05 292.81 152.38 24.00 78.28 185.48 308.87 791.24 390.26 132.28 47.23 67.09 114.00 148.85 95.50 36.08 45.98 69.62 158.52 129.29 94.25 348.78 292.31 60.00 118.13 977.72 211.92 200.26 357.68 235.75 219.23 99.67 148.48 479.34 142.21 523.12 357.84 569.45 283.05 208.18 65.33 27.65 41.85
273.96 45.06 74.74 635.24 132.52 78.35 89.91 979.52 475.53 296.42 150.73 23.88 79.29 185.49 307.20 785.03 392.56 132.41 46.84 66.84 113.19 148.19 93.80 35.85 45.35 69.21 158.02 129.07 95.09 347.03 289.63 59.51 117.86 974.90 210.83 197.68 359.80 235.89 219.31 99.21 145.87 468.60 142.51 524.98 340.38 538.73 283.21 210.87 65.84 27.66 41.67
275.00 45.50 75.40 640.80 132.71 78.45 89.21 974.44 477.01 298.59 149.79 23.97 79.06 185.30 302.01 762.73 397.88 132.99 46.86 66.57 114.70 149.55 94.69 35.84 45.63 68.84 159.08 129.07 96.12 349.62 287.46 59.79 117.63 980.29 212.75 198.75 360.52 239.37 219.24 99.27 146.64 470.56 144.03 521.38 338.57 532.97 280.97 205.17 66.32 27.77 41.70
278.27 46.30 77.01 646.88 134.00 79.36 88.38 986.30 486.83 299.63 151.32 24.03 80.16 183.76 300.68 770.64 400.21 133.26 46.92 66.81 111.74 146.86 91.71 33.73 43.95 69.74 161.03 129.09 97.87 356.96 289.52 60.78 117.75 1004.48 218.57 201.31 366.23 247.81 222.15 100.40 145.81 472.46 147.60 514.08 343.75 542.35 289.18 207.04 67.38 28.20 42.36
281.26 46.66 78.11 662.11 135.90 81.14 89.32 1004.97 494.77 308.38 152.19 24.31 80.32 185.55 305.62 778.08 404.37 138.08 47.03 67.58 108.34 143.55 89.39 33.50 42.48 70.21 160.36 131.05 98.00 360.42 291.47 61.42 118.65 1001.92 219.98 200.94 373.02 248.75 222.01 100.62 141.85 460.20 149.87 514.10 351.63 557.53 293.79 215.27 67.89 28.28 42.63
284.06 46.85 79.07 669.87 137.72 82.63 89.80 1018.08 493.18 308.59 152.28 24.26 79.67 185.39 302.02 792.30 410.65 137.40 46.68 66.37 108.37 143.23 89.00 33.18 42.42 69.63 158.97 128.02 97.26 361.86 285.55 60.83 119.42 986.54 220.70 198.90 371.58 249.90 219.23 99.37 141.38 458.39 147.75 506.74 345.26 549.70 291.06 210.72 68.19 27.92 42.12
288.75 47.46 79.96 687.16 139.75 84.37 89.44 1030.79 487.25 311.42 152.01 24.24 78.83 186.79 302.62 795.12 412.12 133.67 46.65 68.14 109.99 144.44 90.89 33.83 43.16 69.47 158.63 128.22 96.02 363.50 285.63 62.54 121.46 982.91 221.23 202.58 381.88 251.00 223.77 100.60 142.67 457.90 150.76 508.53 346.03 545.81 291.93 212.82 68.95 28.00 42.10
287.11 47.12 79.50 690.81 140.69 84.38 89.98 1047.82 489.79 317.19 152.41 24.19 79.10 182.31 309.11 775.45 408.28 134.38 46.35 68.49 109.38 143.79 90.17 34.01 42.60 70.33 159.86 131.04 97.27 368.74 291.55 72.04 122.34 985.14 223.63 214.55 384.71 254.51 226.21 101.18 144.66 458.59 152.02 513.34 348.61 550.32 289.70 210.24 68.65 28.08 42.31
289.91 47.32 80.12 707.75 140.86 85.12 91.24 1049.25 498.86 318.98 152.75 24.24 79.16 185.62 311.97 779.53 405.46 136.01 46.29 68.98 107.80 143.19 89.74 33.80 42.01 70.75 159.32 132.04 97.78 366.64 292.17 71.04 124.01 989.94 221.87 209.53 388.21 257.39 230.20 100.94 146.02 463.14 152.24 508.49 355.05 561.94 294.78 218.63 69.38 28.94 43.27
290.41 48.15 81.49 706.46 141.07 86.27 91.17 1054.27 500.78 322.53 155.92 25.04 81.81 189.99 326.14 775.90 421.47 136.26 47.51 69.58 109.24 145.57 91.99 35.20 42.86 71.67 161.22 135.26 98.24 373.16 297.49 73.41 123.49 985.96 228.64 209.79 390.92 249.02 236.02 104.47 144.19 465.94 153.81 508.36 355.47 564.61 291.20 218.96 69.10 28.88 43.68
292.00 48.71 82.36 715.89 142.86 86.76 91.34 1070.57 497.29 325.61 155.56 25.32 82.39 190.75 307.56 779.28 427.76 134.11 47.63 66.60 111.05 147.98 94.44 35.91 43.93 70.91 161.20 136.48 97.61 371.85 294.63 76.39 122.98 982.36 226.94 212.03 398.43 244.75 236.50 105.54 144.52 462.55 153.97 520.31 354.22 561.52 287.65 229.98 68.59 28.31 43.59
296.00 48.93 83.60 723.68 144.14 88.72 91.48 1082.15 501.05 328.13 156.01 25.38 80.93 189.28 308.55 780.67 429.33 134.44 46.92 67.43 112.20 148.37 93.68 35.65 43.80 71.35 160.83 135.38 98.36 371.68 294.08 76.39 124.00 987.02 228.31 215.92 397.86 246.88 237.63 104.13 145.75 462.52 152.94 520.97 358.86 569.24 291.97 237.32 69.37 28.36 43.55
291.97 48.66 82.34 710.93 143.74 87.60 92.60 1075.97 501.59 322.73 155.27 25.24 80.90 187.63 303.71 772.87 418.70 133.70 46.49 66.68 111.11 147.40 92.55 34.95 43.35 71.01 160.50 134.45 99.35 367.64 293.53 76.53 123.16 992.18 224.99 218.63 391.51 248.65 236.59 100.85 145.92 469.06 151.84 510.29 356.64 565.12 292.47 232.26 68.93 28.41 42.80
282.78 47.15 81.59 697.28 141.13 85.57 91.95 1075.02 498.00 316.98 155.79 25.62 81.37 189.77 307.70 777.66 426.17 133.36 47.04 66.94 114.19 153.24 95.79 36.54 45.75 70.24 157.89 135.04 97.09 367.50 291.67 73.92 121.82 985.84 223.67 218.52 394.29 247.05 237.04 102.38 144.91 463.01 153.74 508.91 354.55 562.44 290.42 234.50 68.59 28.29 43.06
283.16 46.84 81.79 696.56 141.55 85.79 92.32 1088.75 500.22 317.35 156.28 25.56 83.71 190.62 302.91 786.92 419.88 133.22 47.66 66.66 113.80 153.02 94.53 36.25 45.57 69.48 157.52 134.48 96.81 371.04 293.02 73.56 120.61 982.09 225.57 226.60 402.18 250.33 235.97 102.15 146.18 463.06 155.98 509.33 357.76 565.11 290.14 235.81 69.27 28.10 42.61
288.19 46.97 82.36 709.12 143.09 87.08 93.04 1104.05 501.26 325.24 157.69 25.78 84.02 195.00 299.51 790.65 430.73 133.60 48.52 65.62 114.93 154.17 95.37 36.65 45.85 69.77 158.49 136.08 94.86 373.30 298.39 74.62 121.56 970.17 227.91 226.09 408.33 252.57 234.04 102.92 146.40 464.31 157.32 519.20 355.88 563.52 287.43 235.00 68.76 27.62 42.03
286.86 46.73 82.55 704.95 142.28 86.73 91.97 1101.64 498.65 319.47 156.90 25.65 83.36 192.45 304.10 793.01 434.86 132.02 46.86 64.78 115.43 155.31 95.61 37.31 46.31 69.87 157.05 135.26 94.40 370.07 299.91 72.63 119.87 970.33 224.13 226.84 405.92 255.42 233.21 101.27 146.87 467.51 155.84 512.41 347.93 550.18 283.59 230.56 67.95 26.97 41.62
288.70 47.07 83.43 713.30 143.97 87.50 92.70 1111.46 501.53 320.92 156.82 25.35 83.67 191.52 300.58 799.34 425.34 132.03 47.34 64.36 113.92 151.65 94.17 36.22 45.07 69.47 153.76 135.57 95.78 370.11 301.88 72.25 119.97 980.91 222.40 230.51 405.77 262.34 235.32 100.12 149.28 473.57 157.91 507.61 350.50 553.02 283.79 229.28 67.82 27.16 41.58
286.55 46.15 78.86 702.51 141.59 90.72 91.61 1046.16 494.12 310.65 155.17 24.61 81.52 186.39 291.71 771.75 417.99 131.49 46.43 63.94 112.91 150.69 92.55 35.07 42.69 69.36 152.68 133.81 95.39 358.64 299.62 71.99 118.98 967.68 215.01 230.00 404.64 264.67 232.59 99.53 148.68 470.12 156.59 503.47 347.02 550.36 282.70 234.96 67.18 27.02 41.26
285.82 46.03 79.91 708.82 139.79 90.02 91.26 1082.24 496.08 311.90 164.78 24.61 82.43 190.58 292.49 789.80 416.31 131.74 47.17 63.80 112.23 149.92 91.51 34.59 42.63 69.27 153.73 135.35 95.15 357.40 298.90 72.10 119.82 951.37 216.60 229.90 412.88 266.18 234.15 99.63 150.17 471.47 157.56 507.73 349.90 555.52 281.92 241.30 67.37 26.95 41.25
289.90 47.02 79.71 705.84 140.90 93.09 93.10 1105.38 497.03 315.35 162.98 24.58 81.52 191.40 288.07 761.50 424.98 120.51 48.06 63.30 111.66 151.38 92.81 34.67 43.55 70.59 155.62 145.44 95.09 359.04 300.37 72.98 122.21 953.91 218.58 231.00 418.07 260.28 235.62 99.50 151.50 469.20 159.04 499.14 349.81 555.61 282.00 248.75 68.30 26.99 40.95
291.27 47.32 80.64 708.26 140.83 93.45 95.80 1103.59 496.10 307.95 163.70 24.47 79.96 189.26 282.65 771.71 414.75 123.67 47.36 61.96 107.77 150.04 91.64 33.32 43.62 69.85 155.10 143.24 95.05 359.40 297.07 72.47 121.42 950.95 219.16 229.34 413.71 263.27 233.81 99.22 151.50 463.96 153.23 499.82 349.05 552.66 285.87 245.45 68.05 26.94 40.84
290.97 47.48 80.28 706.00 140.47 92.65 96.25 1093.02 493.96 302.97 164.36 24.26 79.31 184.85 282.14 762.18 404.94 124.42 46.69 61.64 108.05 149.68 91.00 33.54 43.00 70.07 155.03 141.70 95.67 364.04 295.74 74.02 120.84 947.56 220.91 229.32 410.07 262.86 232.51 98.90 151.56 460.53 152.82 496.24 350.94 554.65 284.71 243.54 68.34 27.38 42.49
291.43 47.77 82.38 700.41 140.04 94.00 95.39 1100.39 489.89 304.14 167.93 25.14 81.61 187.11 285.13 776.44 427.62 125.73 48.02 61.08 108.54 150.04 92.98 34.35 43.56 69.66 158.32 146.04 95.85 371.01 299.17 75.39 121.06 941.61 226.83 228.48 417.19 259.00 233.85 101.14 149.17 410.74 151.20 505.69 351.86 558.76 281.96 238.11 68.16 27.42 42.96
296.76 48.14 83.70 717.52 142.21 95.99 95.15 1120.37 497.31 308.66 169.10 25.36 83.98 190.55 292.51 798.89 466.71 125.83 48.98 61.85 109.93 153.12 95.04 35.14 44.44 69.16 158.28 145.66 95.68 376.35 298.12 76.75 122.94 941.19 228.61 233.88 427.59 263.18 236.51 103.53 156.49 419.39 150.82 515.17 355.29 562.09 282.01 241.90 68.62 27.75 42.84
296.55 48.39 83.87 719.18 142.50 95.39 96.50 1118.37 502.22 308.25 169.56 25.35 84.11 190.83 278.58 805.43 475.03 125.64 48.94 58.75 110.79 155.83 95.62 35.24 44.63 69.10 158.81 144.51 96.60 373.09 294.48 75.42 121.95 933.80 225.56 231.27 429.52 268.01 221.89 102.53 155.22 420.55 149.30 514.66 353.97 563.50 260.51 242.83 68.29 27.92 43.08
