JPM BAC WFC GS MS C SCHW BLK SPGI AXP JNJ PFE MRK ABBV UNH LLY TMO ABT BMY CVS XOM CVX COP SLB OXY KO PG PEP WMT HD MCD NKE DIS COST LOW BA CAT GE HON UPS RTX LMT MMM DE V MA IBM ORCL CSCO T VZ
205.23 39.25 54.98 486.10 104.57 61.31 63.40 951.49 486.85 268.59 160.50 28.34 110.18 195.45 592.75 885.55 600.92 112.23 54.20 62.92 122.58 151.25 112.42 44.89 54.79 70.52 170.12 168.53 80.43 411.58 303.45 82.10 93.63 875.67 270.21 150.52 391.09 183.89 200.54 130.72 123.67 605.82 134.78 408.74 276.86 494.97 222.72 166.86 52.43 22.05 44.52
211.22 40.11 56.96 495.16 107.88 62.64 64.75 949.19 484.55 275.97 160.29 28.58 109.77 194.29 591.20 887.16 598.61 112.64 53.96 64.59 124.83 150.74 114.54 45.46 55.76 70.17 168.88 167.97 80.94 408.36 303.76 82.25 95.15 883.11 267.76 155.00 397.09 187.08 201.43 131.25 124.91 605.13 135.27 407.99 277.93 497.70 226.00 170.86 52.75 21.91 44.18
210.93 39.96 57.16 494.62 107.64 62.60 64.29 940.67 479.11 273.79 159.53 29.20 108.59 193.61 583.56 898.40 598.85 113.36 53.44 65.25 125.37 151.12 114.72 45.59 55.91 69.01 167.12 167.21 79.10 408.06 300.85 80.83 92.39 873.59 268.54 155.91 398.25 185.96 200.99 131.20 125.05 605.54 134.85 406.04 273.79 491.30 227.12 169.97 52.51 21.78 43.84
210.75 39.93 57.30 496.57 107.49 63.24 64.90 949.07 490.40 269.11 159.69 29.18 108.52 193.01 581.58 913.72 595.45 114.63 52.48 65.90 122.04 148.75 110.80 44.14 54.32 69.18 168.16 170.42 79.71 414.18 301.90 80.77 92.51 890.42 273.27 154.65 387.96 187.47 204.61 130.96 123.50 608.05 134.69 400.28 274.96 497.06 228.62 174.37 52.73 21.86 44.01
213.42 40.19 57.54 505.18 109.04 64.12 66.70 955.92 493.35 271.42 160.65 30.19 110.27 194.75 591.22 919.74 599.25 115.95 52.80 65.97 122.09 149.65 110.97 44.21 53.90 69.57 169.27 172.54 80.40 416.07 303.83 82.45 93.60 909.10 277.18 149.37 396.19 189.28 211.24 133.00 123.95 605.11 135.01 405.48 276.93 499.95 234.30 178.29 53.56 21.93 44.11
212.84 39.97 57.75 503.72 108.08 63.48 66.65 955.59 487.34 270.47 160.51 29.34 109.40 194.35 597.70 910.69 593.79 115.62 52.40 66.85 123.14 150.62 111.86 44.60 54.57 69.25 168.95 172.99 79.61 409.96 304.04 82.10 92.99 893.63 273.21 146.62 396.64 188.12 211.14 132.84 122.94 597.49 133.46 405.76 277.47 498.02 233.02 175.41 53.54 21.22 42.95
222.29 41.95 60.99 516.30 110.46 65.74 67.68 990.26 493.86 276.16 161.46 29.16 109.73 194.19 598.05 932.06 596.92 116.12 52.20 66.63 123.61 151.42 110.49 44.78 54.76 69.57 171.09 174.81 80.10 411.90 305.04 82.15 94.13 889.03 275.76 151.02 402.02 191.16 213.50 134.60 123.93 604.17 134.75 411.08 277.84 502.26 233.26 175.77 54.25 21.37 43.00
221.48 41.91 62.16 522.75 112.28 66.01 67.82 991.72 499.07 276.52 161.60 29.08 109.69 195.65 605.40 929.51 603.79 117.25 52.67 67.46 124.08 151.78 109.47 44.70 53.91 70.34 172.51 176.10 80.29 415.42 309.84 81.60 94.97 889.76 280.73 148.99 393.95 192.63 215.09 134.57 124.64 610.87 135.76 407.72 280.68 506.66 235.26 176.12 54.27 21.26 43.19
222.39 42.14 63.03 522.38 112.22 62.64 71.96 1007.00 499.95 277.31 164.10 29.44 111.53 191.86 556.29 913.32 600.52 116.05 52.76 65.00 120.35 147.73 105.21 42.95 51.56 70.34 173.57 175.90 81.65 415.58 313.34 82.12 94.22 894.61 281.83 152.35 387.99 190.57 214.77 133.80 125.03 605.00 135.73 401.99 279.29 507.23 232.96 174.09 54.08 21.51 43.74
223.64 42.80 63.89 529.86 119.51 64.25 72.08 1015.75 500.47 281.68 164.28 29.67 110.42 190.46 571.34 916.42 591.55 117.82 53.37 65.02 120.66 148.73 105.16 43.68 51.26 70.57 172.38 174.48 81.22 418.61 312.92 83.94 96.75 887.38 284.05 154.90 393.62 192.18 216.44 135.84 126.22 612.83 136.35 409.37 287.52 514.07 233.67 174.77 56.38 21.71 43.91
224.42 42.60 64.38 529.00 119.44 63.97 71.91 1002.50 490.97 285.78 164.47 29.27 109.75 188.57 566.03 917.12 599.25 117.89 53.18 63.67 120.35 151.20 106.15 43.99 51.72 69.90 172.28 174.67 80.89 415.60 314.70 83.40 96.54 885.29 281.31 155.31 394.49 192.62 217.02 135.41 125.75 609.62 135.68 405.14 290.39 513.76 232.88 175.68 56.40 21.73 43.85
225.37 42.32 64.36 528.50 121.06 62.85 71.36 1007.02 496.50 276.79 165.12 29.22 108.70 188.86 569.61 917.97 601.71 119.39 53.22 60.34 120.01 150.75 105.67 41.92 51.66 70.44 171.28 175.06 81.31 415.00 316.56 82.92 97.28 889.56 281.64 155.00 393.86 192.61 219.46 135.93 125.92 611.81 135.14 408.73 290.62 516.34 232.20 174.69 56.76 21.85 43.99
223.00 41.76 64.02 517.80 118.28 61.83 70.87 1000.53 494.98 270.74 162.83 28.93 106.34 186.54 571.47 906.13 595.37 116.99 52.12 58.17 120.08 150.88 104.99 42.43 51.82 69.45 169.54 175.01 80.81 406.40 314.89 81.48 96.62 886.77 276.84 159.82 390.48 194.23 218.95 131.33 125.90 614.61 134.84 406.96 286.85 515.01 231.75 173.76 56.59 21.66 43.70
224.12 42.30 64.81 518.30 118.32 63.56 70.91 1000.81 485.83 272.40 163.45 28.84 106.64 188.76 569.86 909.15 586.38 116.12 52.76 56.85 120.70 150.92 105.00 41.93 52.10 69.45 169.70 174.37 82.02 401.85 314.69 81.42 96.74 893.49 272.22 159.88 388.46 176.66 219.79 131.33 125.53 576.98 131.73 406.65 284.79 513.02 232.25 175.31 56.60 21.50 41.50
223.41 42.34 64.56 517.20 118.28 63.10 71.71 988.16 483.37 271.23 165.86 28.86 106.38 187.88 564.64 903.25 576.49 117.01 53.06 56.78 120.27 150.48 104.51 42.13 51.32 68.01 169.58 172.95 83.27 399.64 298.57 80.05 96.24 899.17 270.11 157.06 385.73 181.69 217.80 131.41 127.21 571.10 127.91 408.64 283.76 513.73 232.75 173.10 56.28 22.49 42.86
224.98 42.65 65.43 524.50 119.17 63.00 72.59 984.00 466.61 269.98 163.67 28.64 105.88 189.65 560.81 891.32 557.38 116.54 52.92 56.12 119.59 150.45 104.37 41.25 51.35 67.30 169.62 172.16 83.04 402.68 301.58 79.04 95.40 893.42 271.36 155.20 387.06 179.74 206.69 138.35 125.17 564.21 126.47 411.07 283.22 510.62 218.39 174.38 55.96 22.20 41.86
222.31 41.89 64.53 512.60 116.88 61.76 71.82 974.07 464.15 267.35 160.88 28.45 103.98 187.85 564.56 892.70 554.38 114.22 51.92 56.49 119.49 150.81 104.56 41.74 51.58 66.92 168.22 171.79 82.51 398.91 292.61 78.85 95.03 891.22 267.64 155.01 385.97 179.10 205.60 137.43 125.16 562.29 124.75 407.93 281.73 507.36 214.67 173.52 55.74 21.83 41.38
225.50 42.62 65.61 523.58 119.13 64.16 72.04 986.22 460.96 271.47 161.60 28.86 104.23 189.68 565.24 895.59 552.54 114.07 52.64 57.36 118.90 150.54 103.26 41.39 50.63 66.67 169.30 169.84 82.75 402.89 296.79 78.91 96.20 890.96 267.97 150.69 390.61 175.36 203.72 135.34 125.43 555.17 130.29 412.35 284.19 508.21 212.91 172.42 55.28 22.11 41.62
222.90 42.53 65.30 524.28 119.30 64.69 71.89 983.17 460.50 270.43 160.09 28.46 103.73 189.45 562.13 903.58 547.77 113.40 52.50 56.25 117.28 148.52 102.32 40.43 50.08 65.56 167.17 167.50 81.70 395.07 295.00 78.40 96.13 886.99 262.97 152.98 387.51 174.05 203.61 134.31 122.79 546.80 129.27 406.04 281.88 506.28 210.43 173.43 55.68 22.18 41.33
224.41 42.31 65.41 524.40 117.92 64.50 71.10 979.87 459.74 274.08 160.61 28.52 104.83 201.50 562.96 846.83 550.62 114.45 52.66 56.39 116.69 148.05 102.98 40.15 50.17 65.92 166.16 166.21 81.39 392.52 291.52 76.45 95.08 879.09 261.39 154.29 379.24 174.64 201.85 133.80 121.86 545.94 127.56 404.69 290.16 513.69 204.90 174.56 55.59 22.02 41.28
221.92 41.82 64.92 517.79 116.25 64.17 70.83 981.03 454.46 270.08 159.86 28.30 102.32 203.87 564.50 829.74 546.32 113.37 55.77 56.46 116.78 148.82 109.54 40.07 50.11 65.31 165.18 166.08 81.95 393.75 292.11 77.13 96.20 874.18 261.83 149.31 376.20 171.78 203.31 134.06 120.99 546.05 128.47 404.69 289.85 499.59 206.72 167.84 54.77 22.54 42.13
222.94 41.76 64.68 519.35 116.85 63.71 70.94 985.08 457.25 272.69 160.13 28.09 101.88 203.55 567.56 818.93 557.92 118.60 54.32 55.81 114.95 153.07 107.84 39.76 49.57 65.01 165.10 165.59 82.19 392.59 295.21 78.06 95.81 877.31 261.94 154.59 379.63 171.70 206.78 134.05 118.75 545.35 127.22 400.42 290.74 508.08 208.25 170.02 55.50 22.12 41.36
219.78 41.33 63.70 511.47 116.14 62.35 70.96 991.50 459.57 270.19 158.24 27.76 101.87 200.47 557.77 806.14 555.47 117.65 55.45 54.65 118.61 153.97 108.86 40.32 50.56 65.11 165.08 166.34 82.45 395.57 292.85 77.19 95.79 886.07 264.98 155.07 376.52 171.76 205.15 133.00 118.00 543.10 125.85 401.68 291.85 505.58 206.32 169.59 55.83 21.92 41.06
221.49 41.88 64.07 526.96 117.81 63.67 71.31 1014.35 463.30 275.94 158.35 27.99 101.65 201.68 567.03 806.06 560.79 117.73 55.95 55.34 118.96 153.41 109.21 40.55 50.40 65.37 165.76 167.85 83.68 400.09 297.32 77.98 96.63 890.17 269.18 151.00 383.37 175.26 206.37 133.84 118.98 546.75 126.52 400.37 293.29 505.56 207.57 171.78 56.16 22.05 41.26
247.06 45.41 72.47 595.98 131.49 69.03 75.75 1029.82 463.57 295.16 157.88 27.36 100.73 201.20 596.69 776.38 559.68 116.80 55.28 61.61 121.00 157.72 113.63 43.77 51.39 63.70 161.05 164.71 83.44 388.37 294.00 75.32 98.89 899.25 261.73 147.16 416.88 180.76 213.91 133.92 121.59 551.82 133.92 405.71 307.40 521.13 213.60 181.24 57.87 22.32 41.16
236.38 44.77 69.82 582.17 128.44 68.11 73.17 1036.06 470.29 286.82 156.73 27.46 101.17 200.51 605.45 797.45 555.89 115.30 54.71 57.07 121.15 156.77 112.40 43.24 51.21 63.66 163.41 164.00 83.85 399.44 294.66 75.92 98.93 913.93 266.30 150.98 408.21 178.85 214.99 134.15 120.08 551.84 133.07 411.16 305.80 517.88 213.69 186.37 58.08 22.04 40.57
236.98 45.13 70.04 589.26 129.53 68.63 73.90 1039.28 475.70 287.60 155.47 26.72 102.92 199.50 615.81 831.54 551.74 116.59 54.14 55.54 121.11 156.93 111.59 43.18 50.53 63.92 167.71 165.11 84.83 405.90 298.97 75.88 99.02 943.80 271.10 151.68 393.37 184.81 216.96 132.44 123.55 564.56 134.34 394.06 307.87 524.76 213.72 189.25 58.06 22.34 40.48
239.29 46.08 72.56 602.34 133.52 69.80 77.85 1053.84 479.91 292.97 155.04 26.24 100.73 174.43 625.25 832.44 546.92 116.80 59.82 55.81 120.47 156.50 112.05 44.29 50.81 63.36 166.03 164.26 84.21 408.29 301.53 76.60 100.86 932.88 274.51 148.96 396.54 184.56 222.64 131.61 124.56 570.58 133.00 402.65 310.92 530.12 213.57 189.13 58.63 22.31 40.44
239.56 45.86 72.60 592.59 132.31 69.02 78.19 1036.35 476.32 288.51 152.64 26.19 98.58 171.09 614.67 818.86 540.75 116.44 59.02 54.03 120.35 155.29 110.64 44.33 50.29 63.20 165.84 164.34 84.99 403.08 298.65 76.66 100.99 932.38 269.90 145.17 393.01 182.64 231.21 130.14 123.37 565.96 130.35 393.75 309.85 529.17 210.86 189.58 58.71 22.15 40.40
241.16 45.87 72.77 594.22 132.76 68.89 78.25 1030.98 482.77 287.64 153.24 26.72 98.50 170.35 605.87 811.81 541.90 115.74 58.41 54.27 121.47 158.72 111.82 43.59 51.12 63.00 166.58 164.74 85.50 410.19 297.35 76.52 102.72 933.73 272.32 139.97 387.07 183.56 230.38 133.68 123.75 557.73 131.45 389.45 309.48 521.88 210.92 189.63 59.18 22.30 41.14
241.87 45.90 72.80 588.61 132.43 68.15 80.19 1047.08 483.10 288.30 151.87 26.02 98.36 169.63 593.15 786.23 533.02 115.03 58.50 55.09 120.56 161.80 112.92 43.45 50.67 62.55 167.08 165.15 84.47 405.72 298.56 75.68 109.12 923.89 270.35 138.14 387.36 178.40 228.01 132.64 118.92 538.99 132.32 394.64 308.25 520.40 208.99 187.05 57.92 22.25 40.87
245.31 46.75 74.34 593.54 134.06 68.76 80.64 1047.37 476.15 286.87 154.00 24.80 96.31 164.99 592.23 746.20 513.08 115.90 56.22 53.19 119.31 161.42 112.32 43.18 49.97 61.74 169.54 158.62 84.25 408.18 292.63 76.66 115.08 907.07 269.40 140.19 384.07 176.93 226.35 134.07 118.53 534.83 129.79 398.95 309.64 521.89 204.99 183.74 57.46 22.68 41.65
245.03 46.72 74.09 587.99 133.78 69.00 81.39 1049.97 475.88 285.54 154.77 24.86 96.56 166.28 589.65 727.20 501.29 117.36 56.80 56.05 120.31 160.76 113.76 43.49 50.91 61.86 170.75 158.33 84.08 410.44 291.10 74.89 113.54 919.51 271.77 143.87 384.46 177.52 226.21 135.13 119.39 530.96 130.17 404.53 312.16 521.63 208.09 185.73 57.31 22.99 42.25
243.09 46.41 73.43 581.38 132.24 68.60 80.19 1028.11 475.22 285.55 153.00 25.10 96.54 166.57 577.00 729.73 509.12 117.13 58.23 55.77 118.63 159.60 113.09 43.10 50.50 62.59 170.76 156.72 86.60 406.80 290.73 73.91 112.42 930.15 259.26 145.60 382.33 177.56 225.57 133.20 118.96 533.26 128.19 400.09 311.85 519.46 210.25 188.90 57.01 22.73 41.93
240.78 46.06 73.58 581.93 131.69 68.28 80.46 1024.67 476.00 287.71 153.11 24.94 97.44 167.76 600.50 753.41 512.84 115.93 57.88 56.83 120.32 161.33 113.43 43.53 50.91 62.99 170.89 158.74 87.18 400.00 290.91 73.36 114.26 928.08 263.03 146.08 381.50 177.98 224.06 132.09 119.15 534.73 127.84 404.96 307.39 512.54 214.60 190.75 57.50 22.83 42.22
244.76 46.46 74.83 596.11 134.99 68.95 80.80 1028.00 483.79 293.00 155.50 25.13 99.86 171.73 597.49 749.92 516.10 117.26 58.23 57.10 121.93 161.63 111.90 44.06 51.54 63.76 172.75 160.34 88.39 410.45 288.47 75.10 114.72 955.65 265.22 143.41 389.59 178.70 223.48 131.37 120.53 542.01 127.32 437.54 309.90 515.10 222.40 192.43 57.56 22.98 42.50
248.55 47.00 75.96 602.78 134.69 69.84 81.26 1036.46 486.72 301.30 155.17 25.65 99.18 176.95 590.87 748.01 513.26 117.76 58.87 58.01 121.79 162.36 111.75 44.23 51.93 63.92 176.28 162.00 90.44 420.00 290.28 77.40 115.65 964.01 264.68 149.29 397.49 181.15 226.47 134.82 120.77 542.22 128.42 446.65 309.92 520.86 222.97 192.29 58.55 23.18 43.15
250.29 47.50 76.90 603.03 133.66 70.75 81.77 1031.49 492.44 305.21 155.78 26.17 101.16 177.06 605.83 755.00 514.20 118.13 58.78 60.08 119.97 160.36 106.10 43.75 50.44 64.38 177.39 163.05 89.50 428.67 296.19 79.26 116.00 960.89 275.32 153.10 405.65 180.21 227.94 137.54 118.65 521.89 130.32 462.69 313.19 526.60 226.13 187.99 58.74 23.10 43.98
249.97 47.75 77.35 605.50 131.28 69.75 82.25 1026.48 493.81 305.57 154.52 25.77 101.62 181.14 606.79 789.32 512.98 117.96 58.74 59.01 117.97 162.53 106.78 43.48 49.85 64.55 179.31 162.16 91.31 429.52 296.33 77.61 115.45 971.50 274.47 150.76 407.83 184.60 227.74 134.96 120.61 521.45 132.95 461.04 311.82 528.48 228.83 190.37 59.59 23.09 44.37
249.79 47.77 77.21 605.43 131.21 70.16 82.60 1019.45 494.66 304.25 155.40 25.83 103.12 183.08 608.38 788.19 521.66 118.95 59.27 59.96 117.66 162.11 107.39 43.66 50.32 64.43 179.36 162.72 91.88 427.19 295.08 78.34 117.60 961.55 273.19 152.40 403.70 180.60 226.99 135.68 120.34 525.75 132.48 466.00 314.70 532.38 226.92 182.70 59.29 23.27 44.38
249.72 47.51 76.17 608.57 131.61 70.87 82.76 1022.80 494.33 304.68 155.01 26.21 101.64 182.93 610.20 795.35 529.63 118.77 59.22 59.85 117.96 161.93 108.34 43.94 50.58 64.08 179.26 163.45 92.50 429.13 296.01 78.77 117.47 971.88 272.43 155.44 406.11 182.16 230.24 135.72 121.83 529.41 133.53 465.90 315.08 532.94 227.41 184.84 59.21 23.16 44.34
246.25 47.04 75.28 601.71 131.03 71.39 81.39 1020.11 494.67 302.26 154.80 25.82 100.61 181.77 608.52 799.80 529.95 116.81 59.94 59.08 117.85 162.21 106.14 43.63 50.42 63.65 179.70 163.05 92.64 426.96 292.44 79.09 117.16 975.00 272.05 156.54 402.51 180.44 227.30 134.02 118.68 520.34 132.89 462.95 316.65 531.36 227.39 181.41 59.43 22.70 43.85
244.82 46.82 74.14 602.08 130.44 71.42 81.12 1039.00 490.25 302.11 152.36 25.56 101.85 181.50 605.23 813.33 534.42 116.29 58.69 59.19 117.67 161.92 106.05 43.65 50.40 63.52 175.42 161.70 93.51 429.35 294.50 78.86 116.45 982.15 274.39 155.00 399.26 180.72 224.34 129.71 118.10 517.00 131.15 459.25 313.01 526.18 229.00 182.89 59.48 23.74 43.83
243.40 46.37 73.06 598.71 129.99 71.50 81.51 1035.00 492.20 302.60 150.47 25.23 101.37 176.46 610.79 829.84 528.87 115.97 58.37 58.05 114.28 158.32 103.51 42.74 48.90 62.21 175.11 160.18 94.45 427.92 295.09 78.37 116.99 990.92 272.27 158.28 399.51 182.65 227.14 128.78 119.23 517.50 130.45 456.26 309.90 521.14 233.49 188.19 59.62 23.53 42.52
245.48 47.00 73.66 596.80 130.32 72.23 81.81 1044.78 486.18 300.53 149.52 25.70 103.55 176.17 578.97 825.62 520.86 115.59 58.84 56.86 114.78 159.33 104.44 42.02 48.48 62.92 176.03 160.49 95.30 426.54 299.47 78.58 116.50 982.26 270.07 156.67 394.98 172.91 223.68 127.59 118.52 517.48 133.33 448.12 309.08 524.77 234.75 186.24 60.02 23.83 42.55
247.36 46.75 74.33 599.68 129.96 72.15 81.47 1042.87 488.90 303.99 149.31 25.73 103.09 176.19 549.62 826.71 529.36 115.60 59.38 55.29 113.57 155.24 103.22 40.96 47.54 62.53 173.82 157.79 95.70 431.37 298.98 78.89 116.73 992.61 273.43 153.93 395.03 175.58 223.77 125.61 117.99 513.03 133.11 444.00 311.01 528.57 238.04 191.69 59.89 23.88 42.37
243.81 45.91 72.62 594.12 128.58 71.86 81.51 1046.38 485.67 296.72 149.60 26.10 103.79 176.57 560.62 803.58 537.23 114.90 58.71 56.07 112.90 157.08 103.16 41.17 48.72 62.60 170.79 159.47 93.83 429.18 301.37 77.64 114.61 987.86 274.15 157.04 399.26 171.32 222.49 128.53 116.58 510.01 131.49 449.41 308.30 522.82 230.00 190.45 58.95 23.37 42.36
242.86 45.75 72.05 585.03 126.79 72.50 82.32 1057.07 484.53 302.11 149.23 25.57 101.00 175.67 565.19 799.58 535.85 115.50 58.12 55.15 112.67 157.00 102.36 40.87 48.05 62.91 172.28 159.84 94.55 422.59 300.71 76.74 114.73 993.40 270.11 164.10 388.39 171.27 226.44 130.22 117.61 512.94 129.77 443.96 312.38 529.01 231.72 177.74 58.72 23.51 42.30
243.53 46.08 71.60 592.56 127.59 71.96 82.41 1065.26 488.43 302.34 146.64 25.23 99.75 174.37 533.53 796.03 534.36 114.14 56.65 51.76 111.92 156.21 102.19 41.56 48.47 62.64 170.63 156.77 94.96 421.38 296.10 78.85 114.61 994.69 267.90 165.96 388.87 168.64 226.42 129.12 116.94 504.24 129.77 448.03 313.79 534.45 230.12 178.58 58.59 23.48 41.99
241.53 46.08 70.80 591.61 127.91 71.43 82.85 1058.82 485.21 300.30 146.24 25.37 101.25 173.19 515.76 782.35 525.00 113.86 56.28 49.58 111.82 154.71 100.91 41.10 48.19 63.84 170.85 158.90 94.09 414.42 296.63 77.96 114.90 988.39 263.50 167.75 380.78 164.83 225.06 128.98 116.05 496.58 129.75 439.48 314.23 532.41 232.26 175.32 58.85 23.36 42.08
239.94 45.67 70.44 585.48 127.40 71.01 79.54 1056.54 478.48 302.14 146.62 25.58 102.00 173.37 520.48 789.12 526.89 113.38 55.78 49.37 110.84 153.87 101.02 40.22 47.64 63.12 171.06 157.97 94.25 416.98 296.60 77.25 113.34 989.35 262.39 169.65 380.51 166.01 225.00 128.76 117.75 494.65 129.92 440.44 314.74 529.00 230.82 173.39 58.62 23.63 42.28
239.58 45.47 71.98 586.33 129.03 71.49 77.94 1064.65 475.74 303.57 143.85 25.25 100.06 171.63 498.50 779.00 530.26 112.62 55.87 46.60 108.47 149.36 99.57 39.88 46.60 62.55 171.14 156.02 94.87 410.71 297.71 77.20 112.11 992.87 260.10 173.17 378.92 165.79 233.28 128.55 118.11 491.65 129.47 438.42 315.89 530.31 229.33 171.23 58.35 22.84 40.88
238.36 45.05 70.81 574.68 127.74 71.12 76.76 1049.22 473.52 301.34 146.41 26.43 100.06 175.38 485.52 778.62 528.84 113.29 57.65 44.04 108.01 148.11 98.26 38.93 46.56 63.40 170.33 156.14 95.42 408.47 296.08 78.00 113.02 982.08 257.75 173.03 375.80 165.80 230.44 127.32 117.42 490.61 128.05 443.59 318.30 531.01 228.97 169.71 58.52 22.83 40.78
230.37 43.50 68.76 550.25 121.04 68.12 73.97 1020.30 463.70 287.78 144.75 25.89 98.34 173.02 499.72 764.71 516.18 111.93 56.84 45.28 106.42 144.08 95.85 37.33 46.02 62.85 169.08 154.43 93.55 393.82 290.88 76.90 111.35 964.74 249.81 172.62 363.89 159.95 224.24 123.82 114.45 482.94 125.53 426.00 309.78 519.96 220.17 165.41 57.53 22.48 40.24
232.96 43.38 68.85 553.99 120.50 68.42 73.62 1016.33 460.32 293.08 143.58 25.77 99.52 171.52 489.25 757.54 516.69 112.42 56.30 43.78 105.51 141.15 95.18 36.91 45.36 62.45 169.19 151.47 93.40 385.02 290.23 77.10 111.37 954.80 244.52 177.04 360.37 164.80 224.26 122.65 115.46 479.66 127.13 426.63 314.88 523.28 223.92 168.79 57.63 22.57 39.97
237.60 44.17 70.34 566.10 123.44 69.19 74.31 1028.69 465.29 298.65 144.47 26.36 98.05 175.58 500.13 767.76 524.05 114.23 57.33 44.36 105.87 142.85 95.12 36.83 47.13 62.55 168.06 152.79 92.24 392.60 292.68 76.94 112.03 954.07 247.72 177.35 366.04 168.37 225.69 125.68 116.48 489.02 129.28 432.49 317.71 528.03 223.36 169.66 58.52 22.75 39.93
238.39 43.89 70.54 570.78 124.45 69.77 74.71 1039.70 471.38 298.80 145.27 26.71 99.37 178.39 506.34 796.28 525.29 114.31 57.58 44.14 106.30 142.97 96.38 37.26 47.84 62.38 168.11 151.29 90.35 392.45 291.29 76.76 111.40 949.91 247.37 177.69 365.39 169.02 224.52 125.75 116.63 486.49 128.98 432.38 317.22 528.96 221.93 169.14 58.98 22.84 39.94
242.31 44.38 71.59 582.79 127.06 71.00 74.84 1054.83 477.53 303.46 145.85 26.74 99.45 180.00 506.10 795.67 528.98 114.76 57.76 44.25 106.40 143.84 97.11 37.73 48.12 62.84 168.94 152.81 92.68 396.14 293.99 76.79 112.56 958.82 250.22 179.34 367.57 171.49 226.26 126.26 116.83 488.13 130.36 432.84 320.65 535.71 224.41 171.41 59.85 22.95 39.80
243.14 44.55 71.76 581.23 128.03 71.35 75.05 1054.28 477.56 303.99 145.58 26.56 99.87 179.20 511.15 794.14 527.18 115.27 58.00 44.92 106.49 143.98 96.89 37.73 48.20 62.57 170.16 152.44 92.79 395.14 294.80 76.94 112.55 956.14 249.43 180.38 367.12 172.15 229.19 126.36 117.04 489.98 131.18 433.84 320.91 536.15 224.89 171.68 59.98 22.96 39.96
241.17 44.34 71.11 576.18 126.76 71.00 74.74 1044.18 474.74 301.05 145.05 26.62 99.70 178.01 509.99 783.17 526.07 114.99 57.68 44.49 106.48 144.00 96.92 37.80 48.56 62.45 169.53 152.89 91.66 392.86 293.62 76.42 111.55 939.70 248.34 180.72 364.86 170.08 226.86 126.11 116.71 488.97 130.18 430.06 318.66 532.20 222.78 168.96 59.61 22.86 39.92
239.32 43.91 70.41 573.55 125.75 70.39 73.93 1027.43 471.16 297.33 143.34 26.42 98.37 176.20 507.80 773.84 518.84 112.80 56.06 43.94 105.76 143.07 97.09 37.81 48.46 62.03 167.09 151.72 90.57 389.43 289.60 74.65 110.80 922.21 246.73 176.55 363.01 168.10 223.99 125.32 115.22 483.37 129.13 424.64 315.31 525.55 220.25 166.91 59.19 22.61 39.60
239.71 43.95 70.24 572.62 125.72 70.39 74.01 1025.11 471.17 296.79 144.62 26.53 99.48 177.70 505.86 772.00 520.23 113.11 56.56 44.89 107.57 144.84 99.17 38.34 49.41 62.26 167.65 152.06 90.35 388.99 289.89 75.67 111.35 916.27 246.80 177.00 362.76 166.79 223.29 126.10 115.72 485.94 129.09 423.70 316.04 526.57 219.83 166.64 59.20 22.77 39.99
240.00 44.29 70.19 574.97 124.78 69.94 73.84 1017.40 468.78 298.43 144.02 26.61 99.17 179.44 504.51 778.07 522.57 113.44 56.79 44.22 107.31 146.71 100.08 38.40 49.81 61.84 165.98 150.21 90.00 388.46 292.51 73.67 110.82 909.81 246.98 171.87 359.77 168.59 222.92 123.87 116.01 482.25 129.70 418.18 314.40 522.40 219.94 166.03 59.10 22.83 40.21
243.28 44.81 71.31 580.13 125.94 71.00 74.45 1020.83 472.63 303.08 144.19 26.59 99.14 181.22 513.00 781.98 532.02 113.83 56.57 45.77 107.86 147.85 101.09 38.59 50.51 61.75 165.13 149.65 90.78 389.18 294.78 73.31 111.16 916.58 248.48 169.90 363.79 171.96 223.91 123.79 115.87 481.82 129.87 422.22 314.91 521.36 222.65 166.32 58.86 22.67 40.26
240.85 45.40 72.03 583.39 128.64 72.74 74.48 1012.74 467.54 301.88 143.66 26.89 99.72 180.10 513.67 765.10 537.19 113.04 56.68 45.82 107.74 147.26 99.99 38.76 50.77 60.81 160.60 146.27 91.43 389.37 292.18 72.00 111.05 922.71 249.74 170.78 364.20 172.45 219.18 124.21 114.10 466.00 130.29 418.00 313.04 511.93 222.67 165.69 58.77 22.60 39.61
243.17 46.08 71.59 580.12 126.88 73.68 72.26 980.76 464.85 302.02 146.23 27.13 101.02 179.53 514.25 773.29 545.65 113.40 57.14 45.78 108.75 149.59 101.67 39.37 51.55 60.84 161.30 145.40 90.81 384.23 289.34 72.09 111.39 921.37 246.57 172.51 363.00 172.31 218.09 124.98 114.80 463.96 132.77 413.27 311.67 511.40 223.96 162.03 58.93 22.20 38.92
243.13 46.21 71.57 580.02 127.86 73.26 73.00 986.10 469.12 302.85 142.27 26.86 99.85 178.50 524.52 787.22 544.93 114.25 56.81 46.01 106.93 150.30 101.62 38.81 51.19 61.71 162.10 146.54 91.80 387.20 286.90 71.29 109.76 927.37 246.89 171.76 361.07 172.89 217.63 126.76 115.92 468.85 134.53 410.00 312.60 516.40 223.18 163.14 59.20 22.18 38.94
